time,PV power,Direct-in-plane,Sun Height,Air Temperature,Wind speed
20200629:2011,0,3.32,5.11,12.12,3.52
20200629:2111,0,0,0,11.88,3.52
20200629:2211,0,0,0,11.67,3.38
20200629:2311,0,0,0,11.49,3.38
20200630:0011,0,0,0,11.27,3.1
20200630:0111,0,0,0,11.07,2.83
20200630:0211,0,0,0,10.94,2.62
20200630:0311,0,0,0,10.77,2.34
20200630:0411,0,0,0,10.55,2.14
20200630:0511,17.63,33.99,6.56,10.49,1.79
20200630:0611,65.95,96.73,14.78,10.57,1.72
20200630:0711,140.77,182.96,23.58,10.7,1.86
20200630:0811,194.68,242.73,32.61,11.14,1.93
20200630:0911,160.39,203.51,41.49,11.37,1.59
20200630:1011,195,244.42,49.68,11.83,1.31
20200630:1111,353.1,434.26,56.27,12.38,0.97
20200630:1211,350.84,433.17,59.96,12.91,0.9
20200630:1311,158.57,203.84,59.54,13.46,0.9
20200630:1411,232.86,292.1,55.19,13.72,0.83
20200630:1511,202.02,256.15,48.2,14.25,0.69
20200630:1611,213.12,270.13,39.83,14.55,0.48
20200630:1711,199.32,256.87,30.88,14.58,0.83
20200630:1811,68.32,98.07,21.86,14.3,1.1
20200630:1911,10.84,24.87,13.15,14.29,1.1
20200630:2011,6.02,17.41,5.08,13.91,1.38
20200630:2111,0,0,0,13.5,1.45
20200630:2211,0,0,0,13.09,1.52
20200630:2311,0,0,0,12.66,1.66
20200701:0011,0,0,0,12.23,1.66
20200701:0111,0,0,0,12.01,1.79
20200701:0211,0,0,0,11.83,1.93
20200701:0311,0,0,0,11.65,2.07
20200701:0411,0,0,0,11.43,2.14
20200701:0511,3.18,12.44,6.49,11.32,2.07
20200701:0611,41.61,64.82,14.71,11.41,2
20200701:0711,78.4,108.53,23.5,11.33,2
20200701:0811,167.34,211.53,32.53,11.67,2.07
20200701:0911,229.25,283.48,41.42,12.38,2.34
20200701:1011,167.54,212.82,49.6,12.85,2.21
20200701:1111,384.3,469.64,56.19,13.1,2.07
20200701:1211,650.14,811.86,59.89,13.7,2
20200701:1311,591.23,735.81,59.49,14.04,1.86
20200701:1411,418.76,515.35,55.15,14.12,1.79
20200701:1511,124.73,164.33,48.17,14.21,1.59
20200701:1611,246.82,307.9,39.81,13.97,1.52
20200701:1711,189.03,242.35,30.86,14.07,1.52
20200701:1811,110.98,155.65,21.84,14.48,1.45
20200701:1911,20.95,38.96,13.13,14.19,1.79
20200701:2011,10.33,24.04,5.06,13.51,2
20200701:2111,0,0,0,12.71,2.14
20200701:2211,0,0,0,12.2,2.07
20200701:2311,0,0,0,11.99,2.07
20200702:0011,0,0,0,11.6,2.34
20200702:0111,0,0,0,11.31,2.41
20200702:0211,0,0,0,10.9,2.34
20200702:0311,0,0,0,10.38,2.21
20200702:0411,0,0,0,9.9,2.07
20200702:0511,8.31,20.73,6.4,9.68,2
20200702:0611,67.07,99.74,14.62,9.93,2.48
20200702:0711,162.56,210.06,23.42,10.94,3.24
20200702:0811,412.23,499.76,32.45,11.84,3.31
20200702:0911,578.17,699.29,41.34,12.86,3.31
20200702:1011,526.09,639.41,49.52,13.91,3.38
20200702:1111,585.31,718.37,56.11,14.64,3.31
20200702:1211,321.32,395.89,59.81,15.13,3.03
20200702:1311,441.98,543.34,59.43,15.52,2.97
20200702:1411,407.69,500.03,55.1,15.74,3.38
20200702:1511,419.71,514.58,48.14,15.94,3.38
20200702:1611,209.04,263.78,39.78,15.97,3.31
20200702:1711,98.94,134.69,30.84,16.12,3.66
20200702:1811,83.2,116.36,21.82,15.63,2.97
20200702:1911,3.56,13.26,13.1,14.94,2.62
20200702:2011,7.57,19.9,5.02,14.19,2.28
20200702:2111,0,0,0,13.48,2.21
20200702:2211,0,0,0,13.02,2.76
20200702:2311,0,0,0,12.51,3.38
20200703:0011,0,0,0,12.18,3.86
20200703:0111,0,0,0,11.79,4
20200703:0211,0,0,0,11.47,4.28
20200703:0311,0,0,0,11.65,4.48
20200703:0411,0,0,0,12.07,4.48
20200703:0511,0.36,6.63,6.32,12.54,4.41
20200703:0611,26.36,45.8,14.54,12.88,4.34
20200703:0711,105.8,141.69,23.33,13.28,4.55
20200703:0811,104.92,140.08,32.37,13.6,4.48
20200703:0911,157.99,201.72,41.25,14.06,4.48
20200703:1011,173.87,220.35,49.43,14.75,5.59
20200703:1111,138.2,179.59,56.03,15.38,5.86
20200703:1211,167.44,213.72,59.73,15.58,5.66
20200703:1311,252.01,312.17,59.36,15.64,5.38
20200703:1411,138.75,180.49,55.05,15.4,4.83
20200703:1511,246.81,306,48.1,15.5,4.83
20200703:1611,217.44,272.17,39.75,15.4,4.34
20200703:1711,91.71,125.71,30.81,15.36,3.93
20200703:1811,33.7,55.67,21.79,15.34,3.45
20200703:1911,3.09,12.44,13.07,15.38,3.38
20200703:2011,0.68,7.46,4.98,15.2,3.31
20200703:2111,0,0,0,15,3.17
20200703:2211,0,0,0,14.78,3.24
20200703:2311,0,0,0,14.56,3.45
20200704:0011,0,0,0,14.28,3.45
20200704:0111,0,0,0,13.98,3.24
20200704:0211,0,0,0,13.76,3.38
20200704:0311,0,0,0,13.59,3.24
20200704:0411,0,0,0,13.44,3.1
20200704:0511,0.36,6.63,6.23,13.37,3.03
20200704:0611,4.75,15.27,14.45,13.32,2.55
20200704:0711,100.33,135.65,23.24,13.54,2.76
20200704:0811,158.34,202.24,32.28,13.81,3.66
20200704:0911,93.71,127.51,41.16,14.25,3.72
20200704:1011,101.09,136.49,49.34,14.85,3.66
20200704:1111,140.59,183.18,55.93,15.51,3.31
20200704:1211,314.49,388.22,59.64,16.33,3.93
20200704:1311,462.2,565.13,59.29,17.03,5.03
20200704:1411,267.7,332.76,55,16.96,4.83
20200704:1511,206.72,260.88,48.06,16.56,4.48
20200704:1611,166.6,213.87,39.71,16.52,4.76
20200704:1711,109.77,147.69,30.77,16.81,5.17
20200704:1811,10.88,25.14,21.75,16.89,5.38
20200704:1911,3.06,12.44,13.03,16.86,5.79
20200704:2011,0,3.32,4.94,16.56,6.07
20200704:2111,0,0,0,16.24,6.34
20200704:2211,0,0,0,15.83,6.76
20200704:2311,0,0,0,14.85,6.97
20200705:0011,0,0,0,13.71,6.76
20200705:0111,0,0,0,12.88,6.07
20200705:0211,0,0,0,12.24,5.79
20200705:0311,0,0,0,11.71,5.66
20200705:0411,0,0,0,11.3,5.1
20200705:0511,11.63,25.7,6.13,11.03,5.03
20200705:0611,61.5,90.43,14.35,11.09,4.62
20200705:0711,134.57,174.78,23.15,11.41,5.72
20200705:0811,324.33,390.22,32.18,11.87,6.14
20200705:0911,90.07,122.12,41.06,12.62,6.28
20200705:1011,462.33,550.81,49.24,13.68,7.1
20200705:1111,856.21,1034.21,55.84,14.18,7.59
20200705:1211,587.65,701.48,59.55,14.25,8
20200705:1311,317.93,384.4,59.21,14.41,8.55
20200705:1411,456.34,544.98,54.93,14.43,8.14
20200705:1511,188.74,236.55,48,14.54,7.93
20200705:1611,314.63,379.64,39.67,13.65,8.34
20200705:1711,256.34,326.59,30.73,13.48,6.83
20200705:1811,108.83,157.71,21.71,13.55,7.24
20200705:1911,35.39,57.2,12.98,12.86,6.28
20200705:2011,6.59,18.24,4.88,12.51,5.72
20200705:2111,0,0,0,11.87,5.24
20200705:2211,0,0,0,11.43,4.83
20200705:2311,0,0,0,11.13,4.69
20200706:0011,0,0,0,11.01,4.69
20200706:0111,0,0,0,10.82,4.55
20200706:0211,0,0,0,10.76,4.55
20200706:0311,0,0,0,10.47,4.28
20200706:0411,0,0,0,10.31,4.07
20200706:0511,15.23,30.67,6.03,10.17,3.86
20200706:0611,64.35,96.62,14.25,10.57,3.31
20200706:0711,122.01,159.66,23.05,11.2,5.03
20200706:0811,169.91,213.63,32.08,12.14,4.76
20200706:0911,222.11,274.28,40.96,12.85,4.14
20200706:1011,123.4,161.63,49.14,13.74,4.21
20200706:1111,248.25,307.2,55.73,14.36,3.86
20200706:1211,339.38,415.37,59.45,14.56,3.52
20200706:1311,208.24,261.66,59.12,15.21,3.86
20200706:1411,490.93,599.59,54.86,15.56,3.93
20200706:1511,331.64,407.04,47.95,15.72,3.93
20200706:1611,455.72,559.17,39.62,15.76,3.86
20200706:1711,263.91,347.77,30.68,15.42,3.79
20200706:1811,105.29,144.15,21.66,14.78,3.52
20200706:1911,31.87,53.06,12.93,13.88,3.24
20200706:2011,7.62,19.9,4.83,13.12,2.83
20200706:2111,0,0,0,12.42,2.69
20200706:2211,0,0,0,11.89,2.28
20200706:2311,0,0,0,11.59,2.07
20200707:0011,0,0,0,11.4,1.86
20200707:0111,0,0,0,11.19,1.79
20200707:0211,0,0,0,11.17,1.86
20200707:0311,0,0,0,11.13,1.93
20200707:0411,0,0,0,11.11,2.07
20200707:0511,5.11,15.75,5.92,11.07,2.21
20200707:0611,11.23,25.14,14.15,11.15,2.28
20200707:0711,55.16,80.82,22.95,10.84,2.28
20200707:0811,46.18,70.04,31.98,10.87,2.55
20200707:0911,116.17,151.76,40.86,11,3.03
20200707:1011,80.98,111.35,49.03,11.5,3.31
20200707:1111,82.38,113.14,55.62,11.89,3.38
20200707:1211,119.18,156.25,59.34,12.73,3.45
20200707:1311,313.26,382.94,59.02,13.6,3.31
20200707:1411,296.46,363.84,54.78,14.42,3.66
20200707:1511,125.76,165.23,47.88,14.8,3.72
20200707:1611,138.11,179.62,39.56,14.96,4
20200707:1711,51.24,77.22,30.63,14.64,3.66
20200707:1811,20.03,37.71,21.61,14.34,3.59
20200707:1911,9.19,22.38,12.87,14.13,3.1
20200707:2011,0.05,5.8,4.76,13.91,2.9
20200707:2111,0,0,0,13.71,2.76
20200707:2211,0,0,0,13.52,2.34
20200707:2311,0,0,0,13.34,2.07
20200708:0011,0,0,0,13.18,1.93
20200708:0111,0,0,0,13.01,1.72
20200708:0211,0,0,0,12.89,1.52
20200708:0311,0,0,0,12.78,1.03
20200708:0411,0,0,0,12.69,0.76
20200708:0511,0.36,6.63,5.81,12.63,0.55
20200708:0611,26.31,45.8,14.04,12.65,0.28
20200708:0711,120.59,161.06,22.84,12.73,0.21
20200708:0811,120.63,159.26,31.88,12.83,0.21
20200708:0911,125.93,165.23,40.75,13.03,0.9
20200708:1011,140.4,182.29,48.92,13.41,1.17
20200708:1111,123.51,162.53,55.51,13.51,1.31
20200708:1211,148.22,191.27,59.23,13.61,1.72
20200708:1311,162.32,207.43,58.92,13.64,2.28
20200708:1411,129.08,168.82,54.7,13.66,2.07
20200708:1511,121.92,160.74,47.81,13.74,1.52
20200708:1611,126.28,166.12,39.5,14.27,1.72
20200708:1711,60.77,88.9,30.57,14.63,1.79
20200708:1811,33.77,55.67,21.55,14.6,1.59
20200708:1911,17.83,34.82,12.81,14.83,2.07
20200708:2011,0,3.32,4.69,14.8,2.14
20200708:2111,0,0,0,14.67,2.07
20200708:2211,0,0,0,14.54,1.72
20200708:2311,0,0,0,14.35,1.24
20200709:0011,0,0,0,14.11,0.97
20200709:0111,0,0,0,13.8,1.03
20200709:0211,0,0,0,13.4,1.52
20200709:0311,0,0,0,12.82,2.41
20200709:0411,0,0,0,12.38,2.9
20200709:0511,0,4.15,5.69,12.04,2.97
20200709:0611,28.59,48.49,13.93,11.89,3.17
20200709:0711,64.02,91.59,22.73,11.8,3.17
20200709:0811,76.95,106.86,31.76,11.97,3.24
20200709:0911,207.14,256.86,40.64,12.23,3.38
20200709:1011,220.89,273.38,48.8,12.74,3.59
20200709:1111,386.56,468.26,55.39,13.34,3.66
20200709:1211,250.11,309.47,59.11,14.2,3.59
20200709:1311,247.98,308.31,58.82,15.06,3.45
20200709:1411,421,516.37,54.61,15.84,3.38
20200709:1511,621.48,767.64,47.74,16.34,3.31
20200709:1611,455.6,562.54,39.43,16.59,3.45
20200709:1711,247.67,323.29,30.51,16.78,3.66
20200709:1811,108.44,156.32,21.48,16.31,3.66
20200709:1911,49.68,75.44,12.74,14.95,3.52
20200709:2011,3.12,12.44,4.61,14.02,3.52
20200709:2111,0,0,0,13.02,3.38
20200709:2211,0,0,0,12.1,3.24
20200709:2311,0,0,0,11.26,3.1
20200710:0011,0,0,0,10.62,3.1
20200710:0111,0,0,0,10.03,2.97
20200710:0211,0,0,0,9.65,2.9
20200710:0311,0,0,0,9.29,2.76
20200710:0411,0,0,0,8.88,2.62
20200710:0511,13.55,28.19,5.57,8.63,2.55
20200710:0611,43.96,82.53,13.81,9.14,2.28
20200710:0711,199.65,264.08,22.61,9.99,3.38
20200710:0811,366.48,441.73,31.65,11.19,4
20200710:0911,471.25,564.47,40.52,12.35,4
20200710:1011,215.88,268.13,48.68,13.31,3.86
20200710:1111,337.57,411.12,55.26,13.75,3.66
20200710:1211,800.45,1002.94,58.98,14.13,3.24
20200710:1311,204.85,257.18,58.7,14.43,3.31
20200710:1411,319.17,392.5,54.51,14.88,3.1
20200710:1511,338.23,415.58,47.66,15.36,3.17
20200710:1611,332.36,410.06,39.36,15.32,2.9
20200710:1711,209.49,268.16,30.44,15.23,2.83
20200710:1811,60.7,88.9,21.41,15.16,2.83
20200710:1911,23.45,42.28,12.66,14.32,2.83
20200710:2011,0,3.32,4.53,13.57,2.48
20200710:2111,0,0,0,12.89,2.14
20200710:2211,0,0,0,12.08,1.79
20200710:2311,0,0,0,11.14,1.66
20200711:0011,0,0,0,10.4,1.72
20200711:0111,0,0,0,9.77,1.79
20200711:0211,0,0,0,9.46,1.52
20200711:0311,0,0,0,8.73,1.24
20200711:0411,0,0,0,8.02,1.31
20200711:0511,11.25,24.87,5.45,7.58,1.31
20200711:0611,36.36,76.61,13.69,8.46,0.76
20200711:0711,174.14,229.58,22.49,10.8,0.41
20200711:0811,203.5,256.02,31.53,11.97,0.28
20200711:0911,311.22,385.01,40.4,13.33,0.69
20200711:1011,269.01,334.88,48.56,14.16,1.17
20200711:1111,487.5,606.26,55.13,14.51,1.31
20200711:1211,526.1,657.18,58.85,15.21,1.59
20200711:1311,604.18,760.83,58.58,15.74,1.79
20200711:1411,384.14,476.92,54.41,16.38,2.07
20200711:1511,407.46,505.62,47.57,16.76,2.21
20200711:1611,265.62,333.62,39.28,16.78,2.07
20200711:1711,208.73,270.42,30.36,16.89,1.79
20200711:1811,107.85,157.95,21.33,16.71,1.1
20200711:1911,49.19,75.44,12.58,16.24,0.76
20200711:2011,6.99,19.07,4.44,15.42,1.24
20200711:2111,0,0,0,14.19,1.86
20200711:2211,0,0,0,13.15,2.14
20200711:2311,0,0,0,12.48,2.21
20200712:0011,0,0,0,11.82,2.07
20200712:0111,0,0,0,11.31,2
20200712:0211,0,0,0,10.83,1.93
20200712:0311,0,0,0,10.3,1.86
20200712:0411,0,0,0,9.99,1.86
20200712:0511,0.73,7.46,5.32,9.79,1.86
20200712:0611,55.35,82.82,13.56,10.56,1.66
20200712:0711,104.47,139.92,22.37,11.72,2
20200712:0811,165.42,209.56,31.41,12.28,2.62
20200712:0911,260.75,319.33,40.28,12.74,3.17
20200712:1011,169.82,214.98,48.43,13.15,3.52
20200712:1111,208.62,260.73,54.99,14.19,4
20200712:1211,339.75,415.51,58.72,14.74,3.79
20200712:1311,187.31,237.96,58.45,16.09,4.21
20200712:1411,401.8,493.46,54.3,16.96,4.14
20200712:1511,323.47,400.03,47.47,17.57,4.28
20200712:1611,293.09,364.88,39.19,17.69,4.21
20200712:1711,109.31,147.74,30.28,17.41,4
20200712:1811,48.43,74.53,21.25,17.14,4
20200712:1911,16.52,33.16,12.49,16.16,3.45
20200712:2011,0,2.49,4.35,15.6,3.17
20200712:2111,0,0,0,15.01,3.17
20200712:2211,0,0,0,14.69,3.24
20200712:2311,0,0,0,14.58,3.31
20200713:0011,0,0,0,14.56,3.31
20200713:0111,0,0,0,14.53,3.24
20200713:0211,0,0,0,14.61,3.24
20200713:0311,0,0,0,14.65,3.24
20200713:0411,0,0,0,14.68,3.24
20200713:0511,1.04,8.29,5.19,14.73,3.1
20200713:0611,8.61,21.55,13.43,14.81,3.03
20200713:0711,43.08,67.35,22.25,14.96,2.9
20200713:0811,81.06,113.14,31.28,15.14,3.24
20200713:0911,257.2,318.57,40.15,15.21,3.31
20200713:1011,253.89,315.77,48.29,15.42,3.03
20200713:1111,378.05,465.04,54.85,15.72,2.9
20200713:1211,555.68,687.39,58.57,16.05,3.03
20200713:1311,498.63,613.81,58.32,16.05,3.24
20200713:1411,199.41,252.95,54.18,16.37,3.31
20200713:1511,197.77,250.72,47.37,16.3,3.52
20200713:1611,287.08,355.6,39.1,15.99,3.66
20200713:1711,74.13,105.06,30.19,15.65,4
20200713:1811,28.8,49.39,21.16,15.2,3.52
20200713:1911,37.55,60.52,12.4,15.16,3.03
20200713:2011,4.03,14.09,4.25,14.7,2.76
20200713:2111,0,0,0,14.18,2.69
20200713:2211,0,0,0,13.77,2.83
20200713:2311,0,0,0,13.3,3.03
20200714:0011,0,0,0,12.83,2.97
20200714:0111,0,0,0,12.43,2.9
20200714:0211,0,0,0,12.11,2.55
20200714:0311,0,0,0,11.85,2.48
20200714:0411,0,0,0,11.54,2.48
20200714:0511,11.03,24.87,5.05,11.27,2.34
20200714:0611,50.92,77.07,13.3,11.35,2.69
20200714:0711,183.17,244.34,22.12,11.76,3.31
20200714:0811,199.1,248.22,31.15,12.78,3.93
20200714:0911,87.42,119.43,40.02,12.78,3.59
20200714:1011,40.69,63.76,48.15,12.64,3.86
20200714:1111,162.16,205.63,54.71,12.86,4.21
20200714:1211,107.42,142.78,58.42,13.11,4
20200714:1311,163.2,207.43,58.18,13.5,4.14
20200714:1411,215.76,267.97,54.06,13.6,4.55
20200714:1511,89.44,122.12,47.26,13.76,4.83
20200714:1611,127.35,166.12,39,13.93,5.17
20200714:1711,53.73,79.92,30.1,13.66,3.72
20200714:1811,23.53,42.2,21.07,13.38,3.72
20200714:1911,2.7,11.61,12.3,12.85,3.52
20200714:2011,0,2.49,4.14,12.6,3.45
20200714:2111,0,0,0,12.43,3.38
20200714:2211,0,0,0,12.28,3.38
20200714:2311,0,0,0,12.15,3.45
20200715:0011,0,0,0,12.07,3.52
20200715:0111,0,0,0,11.96,3.59
20200715:0211,0,0,0,11.87,3.52
20200715:0311,0,0,0,11.81,3.45
20200715:0411,0,0,0,11.82,3.52
20200715:0511,0,4.15,4.91,11.91,3.52
20200715:0611,20.27,37.71,13.16,12.13,3.45
20200715:0711,161.59,212.72,21.98,12.63,5.03
20200715:0811,121.2,158.59,31.02,13.13,4.55
20200715:0911,450.44,541.58,39.88,13.86,4.48
20200715:1011,442.47,534.94,48.01,14.73,4.55
20200715:1111,501.01,609.44,54.55,15.67,4.62
20200715:1211,344.62,423.21,58.27,16.52,4.69
20200715:1311,529.85,650.37,58.03,17.19,4.62
20200715:1411,562.52,692.49,53.93,17.82,4.62
20200715:1511,378.18,465.92,47.15,18.05,4.55
20200715:1611,337.72,417.91,38.9,17.86,4.76
20200715:1711,175.18,226.74,30,17.33,4.76
20200715:1811,94.63,131.86,20.97,16.7,4.14
20200715:1911,23.89,43.11,12.19,15.88,3.59
20200715:2011,0,4.15,4.03,15.25,3.45
20200715:2111,0,0,0,14.67,3.17
20200715:2211,0,0,0,14.23,3.1
20200715:2311,0,0,0,13.89,3.31
20200716:0011,0,0,0,13.59,3.24
20200716:0111,0,0,0,13.44,3.1
20200716:0211,0,0,0,13.35,2.9
20200716:0311,0,0,0,13.34,2.69
20200716:0411,0,0,0,13.42,2.55
20200716:0511,4.06,14.09,4.77,13.51,2.48
20200716:0611,48.81,75.23,13.02,13.91,3.59
20200716:0711,116.98,157.02,21.84,14.38,2.76
20200716:0811,176.49,224.82,30.88,14.95,2.9
20200716:0911,312.02,383.3,39.74,15.3,3.17
20200716:1011,206,260.15,47.86,15.97,3.24
20200716:1111,269.29,334.92,54.4,16.37,3.66
20200716:1211,340.61,420.67,58.11,16.88,3.79
20200716:1311,665.5,829.09,57.88,17.78,4.14
20200716:1411,423.33,522.42,53.79,18.32,4.34
20200716:1511,593.37,733.2,47.03,18.73,4.48
20200716:1611,359.04,445.85,38.79,18.75,4.55
20200716:1711,144.49,190.43,29.89,18.44,4.55
20200716:1811,103.8,152.09,20.86,17.74,4
20200716:1911,31.89,53.89,12.08,17.7,3.24
20200716:2011,5.42,16.58,3.91,16.8,2.9
20200716:2111,0,0,0,15.67,2.62
20200716:2211,0,0,0,14.86,2.62
20200716:2311,0,0,0,14.33,2.83
20200717:0011,0,0,0,14.07,2.97
20200717:0111,0,0,0,13.94,3.03
20200717:0211,0,0,0,13.72,3.03
20200717:0311,0,0,0,13.65,3.03
20200717:0411,0,0,0,13.68,3.1
20200717:0511,0,3.32,4.62,13.76,3.03
20200717:0611,48.63,75.45,12.88,13.98,3.79
20200717:0711,130.57,174.49,21.7,14.91,4.34
20200717:0811,174.64,222.41,30.74,15.5,4.48
20200717:0911,220.62,276.17,39.59,16.3,4.76
20200717:1011,141.65,184.98,47.71,16.64,4.34
20200717:1111,143.07,186.78,54.24,16.87,4.55
20200717:1211,119.97,159.84,57.94,17.14,4.83
20200717:1311,171.85,220.9,57.72,17.27,4.48
20200717:1411,140.99,184.98,53.65,17.75,4.76
20200717:1511,177.57,227.85,46.9,17.81,4.97
20200717:1611,183.84,235.25,38.67,17.41,4
20200717:1711,108.61,146.87,29.78,17.26,3.72
20200717:1811,12.08,26.94,20.75,17.08,3.66
20200717:1911,2.2,10.78,11.97,16.84,3.72
20200717:2011,0.03,5.8,3.78,16.48,3.59
20200717:2111,0,0,0,16.11,3.52
20200717:2211,0,0,0,15.79,3.45
20200717:2311,0,0,0,15.51,3.31
20200718:0011,0,0,0,15.3,3.1
20200718:0111,0,0,0,15.1,2.76
20200718:0211,0,0,0,14.93,2.48
20200718:0311,0,0,0,14.76,2.21
20200718:0411,0,0,0,14.58,1.86
20200718:0511,0,3.32,4.46,14.34,1.59
20200718:0611,3.7,13.47,12.73,13.98,1.38
20200718:0711,67.03,95.99,21.56,13.38,2.07
20200718:0811,30.5,51.18,30.6,13.06,2.07
20200718:0911,131.8,171.51,39.45,13.17,2.34
20200718:1011,506.89,619.04,47.56,13.18,2.21
20200718:1111,682.44,851.59,54.07,13.75,2.21
20200718:1211,645.76,805.42,57.77,14.91,2.48
20200718:1311,759.13,963.07,57.55,15.87,2.55
20200718:1411,732.65,927.44,53.5,16.83,2.62
20200718:1511,518.1,643.63,46.77,17.45,2.69
20200718:1611,300.31,375.2,38.55,17.47,2.83
20200718:1711,199.5,258.22,29.66,17.05,2.97
20200718:1811,101.6,149.91,20.63,16.41,2.9
20200718:1911,44.05,68.81,11.84,15.8,2.55
20200718:2011,5.48,16.58,3.65,14.86,2.48
20200718:2111,0,0,0,14.11,2.55
20200718:2211,0,0,0,13.38,2.41
20200718:2311,0,0,0,12.67,2.28
20200719:0011,0,0,0,11.93,2.14
20200719:0111,0,0,0,11.23,2.07
20200719:0211,0,0,0,10.59,2
20200719:0311,0,0,0,9.96,1.86
20200719:0411,0,0,0,9.45,1.72
20200719:0511,8.35,20.73,4.31,9.03,1.66
20200719:0611,34.94,70.48,12.58,9.41,1.45
20200719:0711,194.21,261.6,21.41,10.55,2.62
20200719:0811,374,455.99,30.45,11.61,2.34
20200719:0911,547.92,669.12,39.3,12.82,2.14
20200719:1011,701.91,878.15,47.4,14.13,2.14
20200719:1111,754.63,956.58,53.9,15.21,2.34
20200719:1211,641.86,805.19,57.59,15.97,2.48
20200719:1311,720.2,914.25,57.38,16.68,2.55
20200719:1411,726.5,921,53.35,17.1,2.62
20200719:1511,513.24,638.18,46.63,17.27,2.55
20200719:1611,441.94,550.63,38.42,17.02,2.41
20200719:1711,258.62,343.2,29.54,16.67,2.14
20200719:1811,99.71,150.6,20.5,16.45,1.93
20200719:1911,28.33,48.91,11.71,15.61,1.79
20200719:2011,4.5,14.92,3.51,14.89,1.52
20200719:2111,0,0,0,13.67,1.66
20200719:2211,0,0,0,12.64,1.79
20200719:2311,0,0,0,11.8,1.86
20200720:0011,0,0,0,11.1,1.79
20200720:0111,0,0,0,10.42,1.59
20200720:0211,0,0,0,9.52,1.38
20200720:0311,0,0,0,8.98,1.1
20200720:0411,0,0,0,8.71,0.97
20200720:0511,7.27,19.07,4.15,8.59,0.9
20200720:0611,32.75,68.2,12.43,9.44,0.48
20200720:0711,195.13,267.71,21.26,10.97,0.55
20200720:0811,391.69,485.2,30.3,11.73,0.69
20200720:0911,582.82,730.11,39.14,12.82,0.62
20200720:1011,671.96,865.21,47.23,13.96,0.41
20200720:1111,724.22,955.26,53.73,15.32,0.34
20200720:1211,235.23,298.08,57.4,16.37,1.1
20200720:1311,492.24,621.39,57.2,16.56,1.03
20200720:1411,690.66,886.37,53.19,16.82,1.52
20200720:1511,530.89,664.47,46.49,17.25,2
20200720:1611,336.44,421.04,38.29,17.14,1.86
20200720:1711,124.52,166.08,29.41,16.94,2.14
20200720:1811,83.73,118.12,20.37,16.46,2.28
20200720:1911,6.96,19.07,11.58,15.95,1.24
20200720:2011,0,2.49,3.37,15.28,1.03
20200720:2111,0,0,0,14.45,1.24
20200720:2211,0,0,0,13.64,1.59
20200720:2311,0,0,0,12.94,1.72
20200721:0011,0,0,0,12.46,1.72
20200721:0111,0,0,0,12,1.66
20200721:0211,0,0,0,11.57,1.59
20200721:0311,0,0,0,11.09,1.45
20200721:0411,0,0,0,10.57,1.31
20200721:0511,4.64,14.92,3.98,10.12,1.31
20200721:0611,33.46,67.72,12.27,10.18,0.97
20200721:0711,188.41,259.34,21.11,12.04,0.97
20200721:0811,381.29,473.23,30.15,13.01,1.03
20200721:0911,372.18,460.03,38.98,14.04,0.83
20200721:1011,552.8,693.77,47.07,14.92,1.03
20200721:1111,500.94,627.19,53.55,15.64,1.24
20200721:1211,796.31,1043.12,57.22,16.57,1.45
20200721:1311,751.78,977.36,57.02,17.35,1.59
20200721:1411,696.22,893.08,53.02,18.18,1.93
20200721:1511,550.39,693.01,46.34,18.97,2.28
20200721:1611,411.93,518.3,38.15,18.93,2.21
20200721:1711,222.69,293.37,29.27,18.83,1.93
20200721:1811,68.97,129.43,20.24,18.65,1.72
20200721:1911,41.46,66.32,11.44,18.24,1.17
20200721:2011,3.5,13.26,3.22,17.17,0.97
20200721:2111,0,0,0,15.85,0.9
20200721:2211,0,0,0,14.95,1.17
20200721:2311,0,0,0,14.07,1.59
20200722:0011,0,0,0,13.69,1.59
20200722:0111,0,0,0,13.09,1.72
20200722:0211,0,0,0,13.13,2.14
20200722:0311,0,0,0,12.91,2.48
20200722:0411,0,0,0,12.71,2.34
20200722:0511,0,4.97,3.82,12.34,2.62
20200722:0611,4.77,15.27,12.11,12.53,2.97
20200722:0711,64.94,93.31,20.95,13.15,3.03
20200722:0811,99.57,134,29.99,13.66,3.86
20200722:0911,73.93,104.16,38.82,14.19,4.34
20200722:1011,123.69,162.53,46.9,14.7,4.62
20200722:1111,152.79,196.65,53.36,15.13,4.55
20200722:1211,230.88,288.22,57.02,15.46,4
20200722:1311,207.11,261.21,56.83,16.23,4.28
20200722:1411,327.28,404.92,52.84,17.11,3.66
20200722:1511,190.38,243.69,46.18,18.05,3.86
20200722:1611,96.18,132.9,38,18.72,3.66
20200722:1711,174.5,228.9,29.13,19.15,3.38
20200722:1811,97.94,142.5,20.09,19.24,3.17
20200722:1911,40.39,64.67,11.29,17.44,2.83
20200722:2011,0,1.66,3.07,16.58,2.48
20200722:2111,0,0,0,15.85,2.28
20200722:2211,0,0,0,15.31,2.41
20200722:2311,0,0,0,14.88,2.76
20200723:0011,0,0,0,14.42,2.55
20200723:0111,0,0,0,13.88,2.55
20200723:0211,0,0,0,13.69,2.76
20200723:0311,0,0,0,13.53,2.69
20200723:0411,0,0,0,13.48,2.34
20200723:0511,0,2.49,3.64,13.56,2.28
20200723:0611,26.2,45.8,11.95,13.98,3.31
